Question ID,Category,Difficulty,Question,Rank,Retrieved PDF
27,Cultivation,Easy,How should land be prepared before sowing rice?,2,Weed_control.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,3,diseases_of_rice.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,4,manual_on_rice_cultivation_Mozambique.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,5,Nutrient_management.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,1,manual_on_rice_cultivation_Mozambique.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,2,diseases_of_rice.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,3,2-6-Diseases-of-Rice.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,4,irri_diseases.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,5,1-FERTILIZING 00.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,1,2-6-Diseases-of-Rice.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,2,Rice.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,3,pests_irri.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,4,irrigation manual.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,5,pest_control.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,1,irrigation manual.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,2,manual_on_rice_cultivation_Mozambique.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,4,indian_rice_varieties.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,5,diseases_of_rice.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,1,AGRICULTURE AND IRRIGATION.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,2,pest_control.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,3,Weed_control.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,4,Weed-management-in-rice-.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,5,manual_on_rice_cultivation_Mozambique.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,1,nutrient_management_manual.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,2,manual_on_rice_cultivation_Mozambique.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,3,Weed_control.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,4,diseases_of_rice.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,5,pest_control.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,1,nutrient_management_manual.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,2,diseases_of_rice.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,3,irrigation manual.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,4,manual_on_rice_cultivation_Mozambique.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,5,pests_irri.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,1,irrigation manual.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,2,1-FERTILIZING 00.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,3,manual_on_rice_cultivation_Mozambique.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,1,rice_varieties.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,2,irrigation manual.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,3,manual_on_rice_cultivation_Mozambique.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,4,diseases_of_rice.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,5,nutrient_management_manual.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,2,AGRICULTURE AND IRRIGATION.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,3,Rice.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,4,manual_on_rice_cultivation_Mozambique.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,5,irrigation manual.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,1,pests_irri.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,2,Nutrient_management.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,4,manual_on_rice_cultivation_Mozambique.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,5,rice_cultivation.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,1,manual_on_rice_cultivation_Mozambique.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,2,irrigation manual.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,3,pests_irri.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,4,1-FERTILIZING 00.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,5,Weed-management-in-rice-.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,1,irrigation manual.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,2,pest_control.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,4,1-FERTILIZING 00.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,5,pests_irri.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,1,pests_irri.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,2,Rice.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,3,irrigation manual.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,4,rice_cultivation.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,5,pest_control.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,1,pests_irri.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,2,irrigation manual.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,4,nutrient_management_manual.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,5,manual_on_rice_cultivation_Mozambique.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,1,pests_irri.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,2,manual_on_rice_cultivation_Mozambique.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,3,Weed-management-in-rice-.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,4,nutrient_management_manual.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,5,irrigation manual.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,1,nutrient_management_manual.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,2,pests_irri.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,3,irrigation manual.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,4,Nutrient_management.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,1,Rice.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,2,12-Steps-Required-for-Successful-Rice-Production.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,3,manual_on_rice_cultivation_Mozambique.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,4,varieties_of_rice.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,5,Weed_control.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,1,irrigation manual.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,2,nutrient_management_manual.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,3,Rice.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,4,manual_on_rice_cultivation_Mozambique.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,5,1-FERTILIZING 00.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,1,pests_of_paddy.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,2,manual_on_rice_cultivation_Mozambique.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,3,irrigation manual.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,4,Weed-management-in-rice-.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,5,pest_control.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,1,irri_diseases.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,2,pests_irri.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,3,Rice.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,4,rice_cultivation.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,5,irrigation manual.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,2,Paddy.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,3,pests_irri.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,4,pest_control.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,5,manual_on_rice_cultivation_Mozambique.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,1,Weed-management-in-rice-.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,2,irrigation manual.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,3,nutrient_management_manual.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,5,pest_control.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,1,irrigation manual.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,2,AGRICULTURE AND IRRIGATION.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,3,Rice.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,4,Nutrient_management.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,pests_irri.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,1,pests_irri.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,2,Weed_control.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,3,manual_on_rice_cultivation_Mozambique.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,4,irrigation manual.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,5,nutrient_management_manual.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,1,manual_on_rice_cultivation_Mozambique.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,2,Weed-management-in-rice-.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,3,rice_varieties.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,1-FERTILIZING 00.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,5,pests_irri.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,1,nutrient_management_manual.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,2,pest_control.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,3,diseases_of_rice.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,4,irrigation manual.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,5,pests_irri.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,1,manual_on_rice_cultivation_Mozambique.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,2,pests_irri.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,3,nutrient_management_manual.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,4,irrigation manual.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,5,Rice.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,1,irrigation manual.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,2,AGRICULTURE AND IRRIGATION.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,3,pests_irri.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,1-FERTILIZING 00.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,5,nutrient_management_manual.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,1,manual_on_rice_cultivation_Mozambique.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,2,fertilizers.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,3,Nutrient_management.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,4,irrigation manual.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,5,Weed_control.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,1,Weed_control.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,2,irrigation manual.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,3,manual_on_rice_cultivation_Mozambique.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,4,pests_irri.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,5,Weed-management-in-rice-.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,1,Weed_control.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,2,pests_irri.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,3,irrigation manual.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,4,manual_on_rice_cultivation_Mozambique.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,5,1-FERTILIZING 00.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,1,Nutrient_management.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,2,manual_on_rice_cultivation_Mozambique.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,3,pest_control.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,4,AGRICULTURE AND IRRIGATION.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,5,pests_of_paddy.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,1,irrigation manual.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,2,govt_schemes.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,3,12-Steps-Required-for-Successful-Rice-Production.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,4,pests_irri.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,5,pest_control.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,1,Rice.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,2,manual_on_rice_cultivation_Mozambique.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,3,pest_control.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,4,rice_cultivation.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,5,nutrient_management_manual.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,1,nutrient_management_manual.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,2,manual_on_rice_cultivation_Mozambique.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,3,irrigation manual.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,4,Weed_control.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,5,pest_control.pdf
