Question ID,Category,Difficulty,Question,Rank,Retrieved PDF
23,Pests,Medium,When should insecticides be applied for rice pests?,1,pest_control.pdf
23,Pests,Medium,When should insecticides be applied for rice pests?,2,pests_irri.pdf
23,Pests,Medium,When should insecticides be applied for rice pests?,3,12-Steps-Required-for-Successful-Rice-Production.pdf
23,Pests,Medium,When should insecticides be applied for rice pests?,4,Rice.pdf
24,Pests,Hard,Compare chemical and biological control methods for rice pests.,1,pest_control.pdf
24,Pests,Hard,Compare chemical and biological control methods for rice pests.,2,pests_irri.pdf
24,Pests,Hard,Compare chemical and biological control methods for rice pests.,3,12-Steps-Required-for-Successful-Rice-Production.pdf
25,Pests,Hard,Explain integrated pest management for sustainable rice cultivation.,1,pest_control.pdf
25,Pests,Hard,Explain integrated pest management for sustainable rice cultivation.,2,pests_irri.pdf
26,Cultivation,Easy,What are the major stages of rice cultivation?,1,manual_on_rice_cultivation_Mozambique.pdf
26,Cultivation,Easy,What are the major stages of rice cultivation?,2,Weed-management-in-rice-.pdf
26,Cultivation,Easy,What are the major stages of rice cultivation?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
26,Cultivation,Easy,What are the major stages of rice cultivation?,4,12-Steps-Required-for-Successful-Rice-Production.pdf
26,Cultivation,Easy,What are the major stages of rice cultivation?,5,pest_control.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,2,Rice.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,3,manual_on_rice_cultivation_Mozambique.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,4,pest_control.pdf
27,Cultivation,Easy,How should land be prepared before sowing rice?,5,rice_cultivation.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,1,cultivation_irri.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,2,Rice.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,3,manual_on_rice_cultivation_Mozambique.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,4,Nutrient_management.pdf
28,Cultivation,Easy,What is the recommended method for transplanting rice seedlings?,5,rice_cultivation.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,1,manual_on_rice_cultivation_Mozambique.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,2,pest_control.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,3,12-Steps-Required-for-Successful-Rice-Production.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,4,cultivation_irri.pdf
29,Cultivation,Easy,What spacing should be maintained between rice plants?,5,pests_irri.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,1,cultivation_irri.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,2,Rice.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,3,rice_cultivation.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,4,indian_rice_varieties.pdf
30,Cultivation,Easy,What is the ideal age of seedlings for transplanting?,5,manual_on_rice_cultivation_Mozambique.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,1,cultivation_irri.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,2,Paddy.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,3,Rice.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,4,Weed-management-in-rice-.pdf
31,Cultivation,Easy,How much water is required during the vegetative stage of rice?,5,manual_on_rice_cultivation_Mozambique.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,1,manual_on_rice_cultivation_Mozambique.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,3,12-Steps-Required-for-Successful-Rice-Production.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,4,pest_control.pdf
32,Cultivation,Easy,What are the different methods of rice cultivation?,5,pests_irri.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,1,cultivation_irri.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,3,manual_on_rice_cultivation_Mozambique.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,4,Weed-management-in-rice-.pdf
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,5,1-FERTILIZING 00.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,1,irrigation manual.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,2,manual_on_rice_cultivation_Mozambique.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,3,Rice.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,4,cultivation_irri.pdf
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,1,Weed-management-in-rice-.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,2,cultivation_irri.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,3,manual_on_rice_cultivation_Mozambique.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,4,irrigation manual.pdf
35,Cultivation,Medium,What are the advantages of proper field leveling?,5,12-Steps-Required-for-Successful-Rice-Production.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,1,manual_on_rice_cultivation_Mozambique.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,2,Rice.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,4,cultivation_irri.pdf
36,Cultivation,Medium,How can water be conserved during rice cultivation?,5,Paddy.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,2,Rice.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,Nutrient_management.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,4,manual_on_rice_cultivation_Mozambique.pdf
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,5,cultivation_irri.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,1,cultivation_irri.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,2,manual_on_rice_cultivation_Mozambique.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,3,Rice.pdf
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,4,Weed-management-in-rice-.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,2,manual_on_rice_cultivation_Mozambique.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,3,Weed-management-in-rice-.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,4,Weed_control.pdf
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,5,Rice.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,1,Rice.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,2,cultivation_irri.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,3,manual_on_rice_cultivation_Mozambique.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,4,rice_cultivation.pdf
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,5,12-Steps-Required-for-Successful-Rice-Production.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,1,manual_on_rice_cultivation_Mozambique.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,2,rice_cultivation.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,3,pest_control.pdf
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,4,Rice.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,2,manual_on_rice_cultivation_Mozambique.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,3,cultivation_irri.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,4,irrigation manual.pdf
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,5,Weed-management-in-rice-.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,1,cultivation_irri.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,2,manual_on_rice_cultivation_Mozambique.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,4,12-Steps-Required-for-Successful-Rice-Production.pdf
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,5,Paddy.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,1,Weed-management-in-rice-.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,2,Rice.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,4,manual_on_rice_cultivation_Mozambique.pdf
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,5,cultivation_irri.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,1,manual_on_rice_cultivation_Mozambique.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,2,Weed-management-in-rice-.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,3,12-Steps-Required-for-Successful-Rice-Production.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,4,rice_cultivation.pdf
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,5,1-FERTILIZING 00.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,2,manual_on_rice_cultivation_Mozambique.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,3,Weed-management-in-rice-.pdf
46,Cultivation,Medium,What factors influence successful rice establishment?,4,pests_irri.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,1,cultivation_irri.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,2,12-Steps-Required-for-Successful-Rice-Production.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,3,Rice.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,4,rice_cultivation.pdf
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,5,manual_on_rice_cultivation_Mozambique.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,2,manual_on_rice_cultivation_Mozambique.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,3,1-FERTILIZING 00.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,4,Weed-management-in-rice-.pdf
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,5,cultivation_irri.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,1,irrigation manual.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,3,cultivation_irri.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,4,Weed-management-in-rice-.pdf
49,Cultivation,Hard,How does irrigation management affect rice productivity?,5,Paddy.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,1,manual_on_rice_cultivation_Mozambique.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,2,pest_control.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,3,12-Steps-Required-for-Successful-Rice-Production.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,4,1-FERTILIZING 00.pdf
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,rice_cultivation.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,1,nutrient_management_manual.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,2,1-FERTILIZING 00.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,3,fertilizers.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,4,rice_cultivation.pdf
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,1,1-FERTILIZING 00.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,2,nutrient_management_manual.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,3,fertilizers.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,Nutrient_management.pdf
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,5,Rice.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,1,1-FERTILIZING 00.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,2,nutrient_management_manual.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,3,diseases_of_rice.pdf
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,4,fertilizers.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,1,1-FERTILIZING 00.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,2,fertilizers.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,3,nutrient_management_manual.pdf
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,4,Rice.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,1,Paddy.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,2,Rice.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,3,manual_on_rice_cultivation_Mozambique.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,Weed-management-in-rice-.pdf
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,5,irri_diseases.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,1,1-FERTILIZING 00.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,2,nutrient_management_manual.pdf
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,3,Weed_control.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,1,Nutrient_management.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,2,nutrient_management_manual.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,3,pest_control.pdf
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,4,cultivation_irri.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,1,Weed_control.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,2,nutrient_management_manual.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,3,1-FERTILIZING 00.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,4,12-Steps-Required-for-Successful-Rice-Production.pdf
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,5,manual_on_rice_cultivation_Mozambique.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,1,12-Steps-Required-for-Successful-Rice-Production.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,2,1-FERTILIZING 00.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,4,pest_control.pdf
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,5,Rice.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,1,1-FERTILIZING 00.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,2,Weed_control.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,3,fertilizers.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,4,nutrient_management_manual.pdf
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,5,12-Steps-Required-for-Successful-Rice-Production.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,1,Nutrient_management.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,3,nutrient_management_manual.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,4,manual_on_rice_cultivation_Mozambique.pdf
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,5,1-FERTILIZING 00.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,1,nutrient_management_manual.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,2,1-FERTILIZING 00.pdf
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,1,1-FERTILIZING 00.pdf
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,2,Nutrient_management.pdf
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,3,Weed-management-in-rice-.pdf
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,4,Rice.pdf
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,5,nutrient_management_manual.pdf
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,1,nutrient_management_manual.pdf
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,2,12-Steps-Required-for-Successful-Rice-Production.pdf
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,3,Rice.pdf
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,4,1-FERTILIZING 00.pdf
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,1,1-FERTILIZING 00.pdf
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,2,Nutrient_management.pdf
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,4,nutrient_management_manual.pdf
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,5,irrigation manual.pdf
66,Weeds,Easy,What are the common weeds found in rice fields?,1,Weed-management-in-rice-.pdf
66,Weeds,Easy,What are the common weeds found in rice fields?,2,pests_irri.pdf
66,Weeds,Easy,What are the common weeds found in rice fields?,3,Weed_control.pdf
66,Weeds,Easy,What are the common weeds found in rice fields?,4,manual_on_rice_cultivation_Mozambique.pdf
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,1,rice_cultivation.pdf
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,2,Weed-management-in-rice-.pdf
